LTLA,ts0520001,ts0520002,ts0520003,ts0520004,ts0520005,ts0520006
E07000027,31259,11057,12630,6997,529,46
E07000028,50663,20297,19710,9945,635,76
E07000029,30789,14242,11740,4460,327,20
E07000030,24615,12244,8322,3759,243,47
E07000031,47657,21909,16684,8520,514,30
E07000032,56277,23033,21453,10912,806,73
E07000033,35262,13397,14632,6550,604,79
E07000034,48057,17258,18075,11790,858,76
E07000035,32282,15684,10830,5456,286,26
E07000036,50334,19668,19156,10592,850,68
E07000037,40772,16417,14930,8747,622,56
E07000038,45987,19830,17451,8127,534,45
E07000039,45240,20977,15885,7695,619,64
E07000040,66789,29481,23792,12517,862,137
E07000041,52554,17966,17709,15553,1190,136
E07000042,35633,16065,11696,7237,579,56
E07000043,43197,18600,14728,9204,599,66
E07000044,39335,18663,12763,7412,445,52
E07000045,59838,24765,21662,12529,787,95
E07000046,30457,13764,10788,5466,394,45
E07000047,24818,11785,8122,4546,316,49
E07000061,45610,13110,16193,14495,1628,184
E07000062,40452,11693,13846,13340,1398,175
E07000063,43688,16853,15201,10575,975,84
E07000064,42102,17071,14990,9053,892,96
E07000065,68267,30561,23319,13260,1025,102
E07000066,76362,26281,24439,22236,3037,369
E07000067,64985,25949,22090,15431,1363,152
E07000068,32342,13459,10357,7502,917,107
E07000069,37389,13906,14143,8320,904,116
E07000070,75403,31600,23446,18346,1812,199
E07000071,79709,29765,26851,20799,2068,226
E07000072,54557,21207,17012,14131,1949,258
E07000073,37855,9416,11776,13705,2669,289
E07000074,27900,13099,8860,5398,482,61
E07000075,35557,14717,12655,7468,649,68
E07000076,67451,22599,27225,15971,1492,164
E07000077,36958,18167,11240,7028,476,47
E07000078,52898,19659,18066,14144,939,90
E07000079,40595,20386,12290,7418,458,43
E07000080,37217,16878,12229,7455,584,71
E07000081,55407,19628,18920,14923,1703,233
E07000082,52378,24395,16695,10474,758,56
E07000083,40931,19078,13503,7762,527,61
E07000084,76645,32020,24578,18109,1709,229
E07000085,52718,25047,16098,10593,891,89
E07000086,56925,23210,19797,12820,1000,98
E07000087,48639,22547,16306,9088,646,52
E07000088,35920,11904,12881,10157,881,97
E07000089,39964,19930,12243,7226,520,45
E07000090,53589,20829,17764,13393,1441,162
E07000091,77566,34708,25938,15602,1196,122
E07000092,39303,11526,12855,12822,1745,355
E07000093,54708,25249,17309,11203,841,106
E07000094,51715,23803,15844,11215,776,77
E07000095,39851,13342,12225,11884,2120,280
E07000096,63412,23790,19660,17985,1800,177
E07000098,42682,14426,13737,12280,1982,257
E07000099,56732,22493,18657,14336,1125,121
E07000102,36858,14330,11661,9586,1125,156
E07000103,39628,10378,11239,14566,2917,528
E07000105,53583,21397,17787,12578,1546,275
E07000106,63790,22668,22880,16291,1730,221
E07000107,45694,13353,15446,14314,2268,313
E07000108,50545,18530,18186,12239,1393,197
E07000109,41724,13703,13135,12374,2146,366
E07000110,71207,27008,23832,17942,2060,365
E07000111,49013,21825,15173,10775,1105,135
E07000112,48338,17451,17022,12349,1312,204
E07000113,60497,21680,21099,15297,2060,361
E07000114,62200,19114,22431,18348,2065,242
E07000115,53573,22555,17639,12035,1208,136
E07000116,48223,19202,14549,13090,1255,127
E07000117,39872,10794,16070,11099,1509,400
E07000118,50132,22017,17744,9611,678,82
E07000119,37605,16034,13834,7305,389,43
E07000120,34790,9109,14546,9508,1332,295
E07000121,59980,22319,22947,13565,1016,133
E07000122,38066,11121,14731,9873,1682,659
E07000123,59607,20328,20528,16382,1994,375
E07000124,26747,12382,9573,4501,262,29
E07000125,30561,10563,11695,7505,686,112
E07000126,48586,21579,17877,8473,607,50
E07000127,48534,21691,16974,9098,688,83
E07000128,50767,19971,20579,9566,594,57
E07000129,42575,19904,14612,7313,662,84
E07000130,73785,31429,24870,15760,1506,220
E07000131,40413,20656,12821,6368,478,90
E07000132,49447,22089,17831,8771,680,76
E07000133,22600,11138,7340,3825,270,27
E07000134,44973,21237,15250,7792,619,75
E07000135,22617,9240,8174,4528,575,100
E07000136,29404,10321,10220,7687,1029,147
E07000137,64754,25729,25716,12175,1031,103
E07000138,42505,13308,15011,12537,1418,231
E07000139,50989,25313,18385,6817,441,33
E07000140,40702,16947,14834,7936,862,123
E07000141,62850,30003,21421,10550,802,74
E07000142,42345,20650,15043,6147,459,46
E07000143,60359,26362,20891,11797,1166,143
E07000144,57760,27752,20078,9309,565,56
E07000145,44544,15305,15992,11873,1243,131
E07000146,67464,27877,24220,13927,1272,168
E07000147,48375,21024,17707,8854,719,71
E07000148,64459,18011,22074,22588,1618,168
E07000149,61383,29834,20583,10176,722,68
E07000163,26069,11530,9683,4589,236,31
E07000164,40802,20570,13473,6372,350,37
E07000165,71169,32807,23574,13969,752,67
E07000166,20945,9535,7575,3593,208,34
E07000167,24714,11639,8810,3986,259,20
E07000168,51123,19052,19204,12018,789,60
E07000169,39560,19323,13295,6458,451,33
E07000170,54510,20697,21250,11339,1097,127
E07000171,51458,23580,18106,8929,761,82
E07000172,48366,20945,17111,9401,830,79
E07000173,51552,22403,18721,9517,812,99
E07000174,48030,18484,17556,10696,1136,158
E07000175,53331,24771,18336,9383,741,100
E07000176,49884,26137,16310,6971,406,60
E07000177,65894,27201,21054,15945,1477,217
E07000178,55238,16347,16680,18758,2673,780
E07000179,61495,27990,20217,12189,984,115
E07000180,57498,27305,17527,11752,837,77
E07000181,47979,21597,16133,9467,723,59
E07000187,50293,22366,16295,10689,857,86
E07000188,53903,23275,17880,11541,1037,170
E07000189,75936,33440,25240,15838,1290,128
E07000192,43459,16522,15231,10757,855,94
E07000193,51293,21155,17212,11388,1300,238
E07000194,45629,21864,14872,8229,598,66
E07000195,53423,20718,19542,12063,989,111
E07000196,46120,21481,15961,8017,598,63
E07000197,60047,28386,19582,11244,745,90
E07000198,42354,18605,15645,7484,545,75
E07000199,32895,13349,10825,7923,714,84
E07000200,40199,18872,13390,7320,563,54
E07000202,59507,19654,19473,17896,2166,318
E07000203,44343,21317,14869,7537,569,51
E07000207,55591,25637,16194,12300,1326,134
E07000208,31322,12388,10105,7686,972,171
E07000209,55760,23106,17049,13923,1516,166
E07000210,37140,16531,10929,8825,780,75
E07000211,59848,23678,19067,14939,1960,204
E07000212,34838,12204,11152,10233,1126,123
E07000213,41805,13606,13554,12531,1852,262
E07000214,36008,17373,10283,7455,783,114
E07000215,35621,15355,11022,8242,921,81
E07000216,52451,24125,15897,11428,896,105
E07000217,41437,16016,12160,11498,1473,290
E07000218,27579,11659,9622,5767,477,54
E07000219,56585,21474,20124,13353,1416,218
E07000220,47013,19945,15500,10266,1132,170
E07000221,59466,28873,19610,10337,586,60
E07000222,62619,25379,21787,14367,926,160
E07000223,27678,8701,10679,7465,742,91
E07000224,72661,25931,26586,17976,1944,224
E07000225,54118,23398,17479,12233,912,96
E07000226,45502,13446,13492,15492,2630,442
E07000227,62370,27749,19743,13859,936,83
E07000228,63349,27709,19898,14409,1204,129
E07000229,49537,14596,17688,15608,1511,134
E07000234,41266,20562,12769,7352,539,44
E07000235,34892,16474,11377,6567,431,43
E07000236,36377,14323,11240,9598,1078,138
E07000237,44720,16333,15102,12116,1036,133
E07000238,57356,26902,17954,11477,920,103
E07000239,45323,18408,15827,10143,859,86
E07000240,58990,25446,18048,13683,1596,217
E07000241,46211,16054,14473,13774,1591,319
E07000242,62021,25253,19969,15237,1425,137
E07000243,36511,11375,11183,12188,1595,170
E07000244,110747,49233,37940,21863,1564,147
E07000245,78746,32423,27554,17314,1320,135
E07000246,69986,29955,23182,15545,1195,109
E08000001,118790,35524,43439,33013,5328,1486
E08000002,80695,28175,29177,20265,2579,499
E08000003,214731,45341,71482,80955,13605,3348
E08000004,93139,24936,33862,27346,5373,1622
E08000005,90223,27087,31943,26092,4126,975
E08000006,115116,30380,40985,38428,4589,734
E08000007,126648,49051,44418,29872,2910,397
E08000008,99527,28785,37990,28646,3503,603
E08000009,96268,37905,32841,22743,2406,373
E08000010,143105,52738,55084,31873,3051,359
E08000011,66073,24826,24038,15317,1702,190
E08000012,207491,66337,74574,59228,6261,1091
E08000013,81011,31051,30601,17471,1702,186
E08000014,123073,50102,42819,27452,2289,411
E08000015,143251,60047,50582,30267,2109,246
E08000016,108053,40445,42789,22606,1999,214
E08000017,133480,53700,48352,28165,2889,374
E08000018,113925,44227,42275,24446,2511,466
E08000019,231950,82458,76779,63888,7436,1389
E08000021,122797,37931,46326,34529,3385,626
E08000022,96234,34500,38342,21896,1365,131
E08000023,68287,22035,27401,17520,1219,112
E08000024,122177,39481,49459,30455,2491,291
E08000025,423456,117195,127032,139604,30422,9203
E08000026,134143,43201,45083,38080,6449,1330
E08000027,137069,49784,48172,34623,3818,672
E08000028,130246,35152,44071,41390,7554,2079
E08000029,89483,40179,27678,19277,2082,267
E08000030,112226,37027,38439,30935,4812,1013
E08000031,105140,31885,34551,32648,5120,936
E08000032,209866,66977,72116,59321,9029,2423
E08000033,90476,29978,33945,23970,2239,344
E08000034,177989,60828,61646,47775,6479,1261
E08000035,341466,115796,117897,94996,11098,1679
E08000036,153075,56482,59245,33630,3261,457
E08000037,88999,27787,37479,21725,1799,209
E09000001,4914,390,1158,3133,207,26
E09000002,73902,10720,19248,30793,10629,2512
E09000003,148917,42709,40449,51793,11644,2322
E09000004,95300,30448,31647,27373,4934,898
E09000005,118612,22710,27337,48512,14926,5127
E09000006,135828,49715,42488,37505,5425,695
E09000007,92756,13329,24607,45985,7145,1690
E09000008,152946,40376,41807,54895,13402,2466
E09000009,133659,29916,33372,52743,13826,3802
E09000010,120925,30644,31780,42871,12565,3065
E09000011,114053,22560,32976,46298,9947,2272
E09000012,106081,12588,25814,54209,11070,2400
E09000013,81244,14293,20429,39129,6206,1187
E09000014,105092,19716,25609,45622,11210,2935
E09000015,89643,26513,24177,28019,8438,2496
E09000016,101277,34335,32449,28368,5266,859
E09000017,109228,27287,31476,38076,9984,2405
E09000018,102961,21000,26288,40684,11544,3445
E09000019,96496,11346,24582,51520,7695,1353
E09000020,66884,10894,19296,31270,4112,1312
E09000021,65626,21342,19673,20673,3420,518
E09000022,134689,21600,34995,63871,11440,2783
E09000023,122392,22849,33308,52274,11211,2750
E09000024,81729,23541,23381,27129,6208,1470
E09000025,115507,14463,26045,50136,18316,6547
E09000026,103714,29194,27566,33324,10899,2731
E09000027,80705,28502,25300,23682,2821,400
E09000028,130818,17780,33974,63094,12735,3235
E09000029,82348,23272,25107,28038,5286,645
E09000030,120539,9039,29162,63208,14882,4248
E09000031,102903,21746,28709,38615,10794,3039
E09000032,137393,29689,38614,58750,8742,1598
E09000033,94814,11541,25088,48474,7658,2053
W06000001,30822,14161,10652,5507,455,47
W06000002,51105,22080,18550,9486,888,101
W06000003,52233,19803,19755,11611,964,100
W06000004,42387,15712,16461,9330,795,89
W06000005,66911,28944,23746,12996,1087,138
W06000006,57914,21824,20894,13753,1276,167
W06000008,30894,14622,10198,5643,370,61
W06000009,55485,25439,18345,10742,872,87
W06000010,81759,38471,27511,14415,1217,145
W06000011,104962,40802,36543,25241,2145,231
W06000012,62375,26538,21942,12764,1022,109
W06000013,62360,27720,21675,11795,1035,135
W06000014,57450,26401,18665,11458,847,79
W06000015,147332,50564,47250,43712,5031,775
W06000016,103339,43432,37200,20692,1816,199
W06000018,76257,31219,27810,15614,1434,180
W06000019,30340,10606,12118,6938,613,65
W06000020,40241,15882,14254,9189,816,100
W06000021,40924,21295,11848,7233,504,44
W06000022,66054,26615,22176,14996,1807,460
W06000023,60182,29170,20308,9928,681,95
W06000024,25783,9937,9308,5893,578,67
